X;Clone;molecule;conc;time;Nsurv;replicate;day;Ninit;Nmort
1;AL0;C;0;0;10;324;18-juil;10;0
2;AL0;C;0;1;10;324;18-juil;10;0
3;AL0;C;0;2;10;324;18-juil;10;0
4;AL0;C;0.064;0;10;61;18-juil;10;0
5;AL0;C;0.064;1;10;61;18-juil;10;0
6;AL0;C;0.064;2;9;61;18-juil;10;1
7;AL0;C;0.129;0;10;583;18-juil;10;0
8;AL0;C;0.129;1;10;583;18-juil;10;0
9;AL0;C;0.129;2;10;583;18-juil;10;0
10;AL0;C;0.166;0;10;361;18-juil;10;0
11;AL0;C;0.166;1;10;361;18-juil;10;0
12;AL0;C;0.166;2;9;361;18-juil;10;1
13;AL0;C;0.191;0;10;654;18-juil;10;0
14;AL0;C;0.191;1;10;654;18-juil;10;0
15;AL0;C;0.191;2;10;654;18-juil;10;0
16;AL0;C;0.248;0;10;833;18-juil;10;0
17;AL0;C;0.248;1;10;833;18-juil;10;0
18;AL0;C;0.248;2;9;833;18-juil;10;1
19;AL0;C;0.305;0;10;186;18-juil;10;0
20;AL0;C;0.305;1;10;186;18-juil;10;0
21;AL0;C;0.305;2;8;186;18-juil;10;2
22;AL0;C;0.519;0;10;10;18-juil;10;0
23;AL0;C;0.519;1;2;10;18-juil;10;8
24;AL0;C;0.519;2;1;10;18-juil;10;9
25;AL0;C;0;0;10;662;29-juil;10;0
26;AL0;C;0;1;10;662;29-juil;10;0
27;AL0;C;0;2;9;662;29-juil;10;1
28;AL0;C;0.595;0;10;291;29-juil;10;0
29;AL0;C;0.595;1;6;291;29-juil;10;4
30;AL0;C;0.595;2;1;291;29-juil;10;9
31;AL0;C;0;0;10;279;05-août;10;0
32;AL0;C;0;1;10;279;05-août;10;0
33;AL0;C;0;2;10;279;05-août;10;0
34;AL0;C;0.37;0;10;207;05-août;10;0
35;AL0;C;0.37;1;8;207;05-août;10;2
36;AL0;C;0.37;2;5;207;05-août;10;5
37;AL0;C;0.431;0;10;581;05-août;10;0
38;AL0;C;0.431;1;7;581;05-août;10;3
39;AL0;C;0.431;2;1;581;05-août;10;9
40;AL0;C;0;0;20;391;02-sept;20;0
41;AL0;C;0;1;20;391;02-sept;20;0
42;AL0;C;0;2;20;391;02-sept;20;0
43;AL0;C;0.064;0;10;678;02-sept;10;0
44;AL0;C;0.064;1;10;678;02-sept;10;0
45;AL0;C;0.064;2;10;678;02-sept;10;0
46;AL0;C;0.129;0;10;574;02-sept;10;0
47;AL0;C;0.129;1;10;574;02-sept;10;0
48;AL0;C;0.129;2;10;574;02-sept;10;0
49;AL0;C;0.166;0;10;403;02-sept;10;0
50;AL0;C;0.166;1;10;403;02-sept;10;0
51;AL0;C;0.166;2;10;403;02-sept;10;0
52;AL0;C;0.191;0;10;491;02-sept;10;0
53;AL0;C;0.191;1;10;491;02-sept;10;0
54;AL0;C;0.191;2;10;491;02-sept;10;0
55;AL0;C;0.248;0;10;82;02-sept;10;0
56;AL0;C;0.248;1;10;82;02-sept;10;0
57;AL0;C;0.248;2;9;82;02-sept;10;1
58;AL0;C;0.305;0;10;577;02-sept;10;0
59;AL0;C;0.305;1;9;577;02-sept;10;1
60;AL0;C;0.305;2;8;577;02-sept;10;2
61;AL0;C;0.37;0;10;421;02-sept;10;0
62;AL0;C;0.37;1;9;421;02-sept;10;1
63;AL0;C;0.37;2;5;421;02-sept;10;5
64;AL0;C;0.431;0;10;460;02-sept;10;0
65;AL0;C;0.431;1;5;460;02-sept;10;5
66;AL0;C;0.431;2;1;460;02-sept;10;9
67;AL0;C;0.519;0;10;393;02-sept;10;0
68;AL0;C;0.519;1;4;393;02-sept;10;6
69;AL0;C;0.519;2;0;393;02-sept;10;10
70;AL0;C;0.595;0;10;671;02-sept;10;0
71;AL0;C;0.595;1;3;671;02-sept;10;7
72;AL0;C;0.595;2;0;671;02-sept;10;10
73;AL0;C;0;0;10;181;09-sept;10;0
74;AL0;C;0;1;10;181;09-sept;10;0
75;AL0;C;0;2;10;181;09-sept;10;0
76;AL0;C;0.064;0;10;375;09-sept;10;0
77;AL0;C;0.064;1;10;375;09-sept;10;0
78;AL0;C;0.064;2;10;375;09-sept;10;0
79;AL0;C;0.248;0;10;549;09-sept;10;0
80;AL0;C;0.248;1;10;549;09-sept;10;0
81;AL0;C;0.248;2;10;549;09-sept;10;0
82;AL0;C;0.305;0;10;441;09-sept;10;0
83;AL0;C;0.305;1;10;441;09-sept;10;0
84;AL0;C;0.305;2;10;441;09-sept;10;0
85;AL0;C;0.37;0;10;762;09-sept;10;0
86;AL0;C;0.37;1;9;762;09-sept;10;1
87;AL0;C;0.37;2;8;762;09-sept;10;2
88;AL0;C;0.431;0;10;378;09-sept;10;0
89;AL0;C;0.431;1;2;378;09-sept;10;8
90;AL0;C;0.431;2;2;378;09-sept;10;8
91;AL0;C;0.519;0;10;580;09-sept;10;0
92;AL0;C;0.519;1;2;580;09-sept;10;8
93;AL0;C;0.519;2;2;580;09-sept;10;8
94;AL0;C;0.595;0;10;632;09-sept;10;0
95;AL0;C;0.595;1;2;632;09-sept;10;8
96;AL0;C;0.595;2;1;632;09-sept;10;9
97;AL0;C;0;0;20;249;15-sept;20;0
98;AL0;C;0;1;20;249;15-sept;20;0
99;AL0;C;0;2;20;249;15-sept;20;0
100;AL0;C;0.166;0;10;719;15-sept;10;0
101;AL0;C;0.166;1;10;719;15-sept;10;0
102;AL0;C;0.166;2;10;719;15-sept;10;0
103;AL0;C;0.191;0;10;223;15-sept;10;0
104;AL0;C;0.191;1;10;223;15-sept;10;0
105;AL0;C;0.191;2;10;223;15-sept;10;0
106;AL0;C;0.248;0;10;16;15-sept;10;0
107;AL0;C;0.248;1;10;16;15-sept;10;0
108;AL0;C;0.248;2;10;16;15-sept;10;0
109;AL0;C;0.305;0;10;541;15-sept;10;0
110;AL0;C;0.305;1;10;541;15-sept;10;0
111;AL0;C;0.305;2;9;541;15-sept;10;1
112;AL0;C;0.37;0;10;363;15-sept;10;0
113;AL0;C;0.37;1;7;363;15-sept;10;3
114;AL0;C;0.37;2;2;363;15-sept;10;8
115;AL0;C;0.431;0;10;258;15-sept;10;0
116;AL0;C;0.431;1;5;258;15-sept;10;5
117;AL0;C;0.431;2;1;258;15-sept;10;9
118;AL0;C;0.519;0;10;9;15-sept;10;0
119;AL0;C;0.519;1;6;9;15-sept;10;4
120;AL0;C;0.519;2;0;9;15-sept;10;10
121;AL0;C;0.595;0;10;353;15-sept;10;0
122;AL0;C;0.595;1;5;353;15-sept;10;5
123;AL0;C;0.595;2;0;353;15-sept;10;10
124;AL0;C;0;0;10;411;16-sept;10;0
125;AL0;C;0;1;10;411;16-sept;10;0
126;AL0;C;0;2;10;411;16-sept;10;0
127;AL0;C;0.064;0;10;754;16-sept;10;0
128;AL0;C;0.064;1;10;754;16-sept;10;0
129;AL0;C;0.064;2;9;754;16-sept;10;1
130;AL0;C;0.129;0;10;344;16-sept;10;0
131;AL0;C;0.129;1;10;344;16-sept;10;0
132;AL0;C;0.129;2;10;344;16-sept;10;0
133;AL0;C;0.166;0;10;552;16-sept;10;0
134;AL0;C;0.166;1;10;552;16-sept;10;0
135;AL0;C;0.166;2;10;552;16-sept;10;0
136;AL0;C;0.191;0;10;346;16-sept;10;0
137;AL0;C;0.191;1;10;346;16-sept;10;0
138;AL0;C;0.191;2;10;346;16-sept;10;0
139;AL0;C;0.248;0;10;708;16-sept;10;0
140;AL0;C;0.248;1;10;708;16-sept;10;0
141;AL0;C;0.248;2;10;708;16-sept;10;0
142;AL0;C;0.305;0;10;604;16-sept;10;0
143;AL0;C;0.305;1;10;604;16-sept;10;0
144;AL0;C;0.305;2;10;604;16-sept;10;0
145;AL0;C;0.37;0;10;41;16-sept;10;0
146;AL0;C;0.37;1;5;41;16-sept;10;5
147;AL0;C;0.37;2;3;41;16-sept;10;7
148;AL0;C;0.431;0;10;199;16-sept;10;0
149;AL0;C;0.431;1;5;199;16-sept;10;5
150;AL0;C;0.431;2;1;199;16-sept;10;9
151;AL0;C;0;0;10;397;22-sept;10;0
152;AL0;C;0;1;9;397;22-sept;10;1
153;AL0;C;0;2;9;397;22-sept;10;1
154;AL0;C;0.129;0;10;793;22-sept;10;0
155;AL0;C;0.129;1;8;793;22-sept;10;2
156;AL0;C;0.129;2;8;793;22-sept;10;2
157;AL0;C;0.166;0;10;386;22-sept;10;0
158;AL0;C;0.166;1;10;386;22-sept;10;0
159;AL0;C;0.166;2;10;386;22-sept;10;0
160;AL0;C;0.191;0;10;461;22-sept;10;0
161;AL0;C;0.191;1;10;461;22-sept;10;0
162;AL0;C;0.191;2;10;461;22-sept;10;0
163;AL0;C;0;0;10;487;23-sept;10;0
164;AL0;C;0;1;10;487;23-sept;10;0
165;AL0;C;0;2;9;487;23-sept;10;1
166;AL0;C;0.064;0;10;343;23-sept;10;0
167;AL0;C;0.064;1;10;343;23-sept;10;0
168;AL0;C;0.064;2;10;343;23-sept;10;0
169;AL0;C;0.129;0;10;569;23-sept;10;0
170;AL0;C;0.129;1;10;569;23-sept;10;0
171;AL0;C;0.129;2;10;569;23-sept;10;0
172;AL0;C;0.519;0;10;706;23-sept;10;0
173;AL0;C;0.519;1;3;706;23-sept;10;7
174;AL0;C;0.519;2;1;706;23-sept;10;9
175;AL0;C;0.595;0;10;45;23-sept;10;0
176;AL0;C;0.595;1;2;45;23-sept;10;8
177;AL0;C;0.595;2;1;45;23-sept;10;9
178;GO6;C;0;0;10;670;15-juil;10;0
179;GO6;C;0;1;10;670;15-juil;10;0
180;GO6;C;0;2;10;670;15-juil;10;0
181;GO6;C;0.064;0;10;780;15-juil;10;0
182;GO6;C;0.064;1;10;780;15-juil;10;0
183;GO6;C;0.064;2;10;780;15-juil;10;0
184;GO6;C;0.166;0;10;205;15-juil;10;0
185;GO6;C;0.166;1;10;205;15-juil;10;0
186;GO6;C;0.166;2;7;205;15-juil;10;3
187;GO6;C;0.191;0;10;108;15-juil;10;0
188;GO6;C;0.191;1;8;108;15-juil;10;2
189;GO6;C;0.191;2;2;108;15-juil;10;8
190;GO6;C;0.305;0;10;159;15-juil;10;0
191;GO6;C;0.305;1;2;159;15-juil;10;8
192;GO6;C;0.305;2;0;159;15-juil;10;10
193;GO6;C;0.519;0;10;770;15-juil;10;0
194;GO6;C;0.519;1;0;770;15-juil;10;10
195;GO6;C;0.519;2;0;770;15-juil;10;10
196;GO6;C;0;0;10;91;23-juil;10;0
197;GO6;C;0;1;10;91;23-juil;10;0
198;GO6;C;0;2;10;91;23-juil;10;0
199;GO6;C;0.129;0;10;785;23-juil;10;0
200;GO6;C;0.129;1;10;785;23-juil;10;0
201;GO6;C;0.129;2;10;785;23-juil;10;0
202;GO6;C;0.248;0;10;172;23-juil;10;0
203;GO6;C;0.248;1;6;172;23-juil;10;4
204;GO6;C;0.248;2;0;172;23-juil;10;10
205;GO6;C;0;0;20;669;08-sept;20;0
206;GO6;C;0;1;20;669;08-sept;20;0
207;GO6;C;0;2;20;669;08-sept;20;0
208;GO6;C;0.064;0;10;467;08-sept;10;0
209;GO6;C;0.064;1;10;467;08-sept;10;0
210;GO6;C;0.064;2;10;467;08-sept;10;0
211;GO6;C;0.129;0;10;148;08-sept;10;0
212;GO6;C;0.129;1;10;148;08-sept;10;0
213;GO6;C;0.129;2;10;148;08-sept;10;0
214;GO6;C;0.166;0;10;73;08-sept;10;0
215;GO6;C;0.166;1;10;73;08-sept;10;0
216;GO6;C;0.166;2;4;73;08-sept;10;6
217;GO6;C;0.191;0;10;644;08-sept;10;0
218;GO6;C;0.191;1;4;644;08-sept;10;6
219;GO6;C;0.191;2;1;644;08-sept;10;9
220;GO6;C;0.248;0;10;841;08-sept;10;0
221;GO6;C;0.248;1;5;841;08-sept;10;5
222;GO6;C;0.248;2;0;841;08-sept;10;10
223;GO6;C;0.305;0;10;404;08-sept;10;0
224;GO6;C;0.305;1;0;404;08-sept;10;10
225;GO6;C;0.305;2;0;404;08-sept;10;10
226;GO6;C;0.519;0;10;821;08-sept;10;0
227;GO6;C;0.519;1;0;821;08-sept;10;10
228;GO6;C;0.519;2;0;821;08-sept;10;10
229;GO6;C;0.595;0;10;535;08-sept;10;0
230;GO6;C;0.595;1;0;535;08-sept;10;10
231;GO6;C;0.595;2;0;535;08-sept;10;10
232;GO6;C;0.595;0;10;856;08-sept;10;0
233;GO6;C;0.595;1;0;856;08-sept;10;10
234;GO6;C;0.595;2;0;856;08-sept;10;10
235;GO6;C;0.595;0;10;741;08-sept;10;0
236;GO6;C;0.595;1;0;741;08-sept;10;10
237;GO6;C;0.595;2;0;741;08-sept;10;10
238;GO6;C;0;0;10;27;09-sept;10;0
239;GO6;C;0;1;10;27;09-sept;10;0
240;GO6;C;0;2;10;27;09-sept;10;0
241;GO6;C;0.064;0;10;296;09-sept;10;0
242;GO6;C;0.064;1;10;296;09-sept;10;0
243;GO6;C;0.064;2;10;296;09-sept;10;0
244;GO6;C;0.129;0;10;819;09-sept;10;0
245;GO6;C;0.129;1;10;819;09-sept;10;0
246;GO6;C;0.129;2;9;819;09-sept;10;1
247;GO6;C;0.166;0;10;371;09-sept;10;0
248;GO6;C;0.166;1;4;371;09-sept;10;6
249;GO6;C;0.166;2;2;371;09-sept;10;8
250;GO6;C;0.191;0;10;610;09-sept;10;0
251;GO6;C;0.191;1;2;610;09-sept;10;8
252;GO6;C;0.191;2;0;610;09-sept;10;10
253;GO6;C;0.248;0;10;70;09-sept;10;0
254;GO6;C;0.248;1;1;70;09-sept;10;9
255;GO6;C;0.248;2;0;70;09-sept;10;10
256;GO6;C;0;0;10;79;15-sept;10;0
257;GO6;C;0;1;10;79;15-sept;10;0
258;GO6;C;0;2;10;79;15-sept;10;0
259;GO6;C;0.305;0;10;117;15-sept;10;0
260;GO6;C;0.305;1;6;117;15-sept;10;4
261;GO6;C;0.305;2;2;117;15-sept;10;8
262;GO6;C;0.519;0;10;33;15-sept;10;0
263;GO6;C;0.519;1;0;33;15-sept;10;10
264;GO6;C;0.519;2;0;33;15-sept;10;10
265;GO6;C;0.595;0;10;29;15-sept;10;0
266;GO6;C;0.595;1;0;29;15-sept;10;10
267;GO6;C;0.595;2;0;29;15-sept;10;10
268;GO6;C;0.595;0;10;312;15-sept;10;0
269;GO6;C;0.595;1;0;312;15-sept;10;10
270;GO6;C;0.595;2;0;312;15-sept;10;10
271;GO6;C;0;0;10;621;16-sept;10;0
272;GO6;C;0;1;10;621;16-sept;10;0
273;GO6;C;0;2;10;621;16-sept;10;0
274;GO6;C;0.064;0;10;164;16-sept;10;0
275;GO6;C;0.064;1;10;164;16-sept;10;0
276;GO6;C;0.064;2;10;164;16-sept;10;0
277;GO6;C;0.129;0;10;415;16-sept;10;0
278;GO6;C;0.129;1;10;415;16-sept;10;0
279;GO6;C;0.129;2;5;415;16-sept;10;5
280;GO6;C;0;0;20;430;22-sept;20;0
281;GO6;C;0;1;20;430;22-sept;20;0
282;GO6;C;0;2;20;430;22-sept;20;0
283;GO6;C;0.166;0;10;146;22-sept;10;0
284;GO6;C;0.166;1;6;146;22-sept;10;4
285;GO6;C;0.166;2;3;146;22-sept;10;7
286;GO6;C;0.191;0;10;54;22-sept;10;0
287;GO6;C;0.191;1;3;54;22-sept;10;7
288;GO6;C;0.191;2;0;54;22-sept;10;10
289;GO6;C;0.248;0;10;303;22-sept;10;0
290;GO6;C;0.248;1;2;303;22-sept;10;8
291;GO6;C;0.248;2;0;303;22-sept;10;10
292;GO6;C;0.305;0;10;464;22-sept;10;0
293;GO6;C;0.305;1;0;464;22-sept;10;10
294;GO6;C;0.305;2;0;464;22-sept;10;10
295;GO6;C;0.519;0;10;124;22-sept;10;0
296;GO6;C;0.519;1;0;124;22-sept;10;10
297;GO6;C;0.519;2;0;124;22-sept;10;10
298;GO6;C;0.519;0;10;150;22-sept;10;0
299;GO6;C;0.519;1;0;150;22-sept;10;10
300;GO6;C;0.519;2;0;150;22-sept;10;10
301;GO6;C;0;0;20;771;29-sept;20;0
302;GO6;C;0;1;20;771;29-sept;20;0
303;GO6;C;0;2;19;771;29-sept;20;1
304;GO6;C;0.064;0;10;225;29-sept;10;0
305;GO6;C;0.064;1;10;225;29-sept;10;0
306;GO6;C;0.064;2;10;225;29-sept;10;0
307;GO6;C;0.129;0;10;437;29-sept;10;0
308;GO6;C;0.129;1;10;437;29-sept;10;0
309;GO6;C;0.129;2;8;437;29-sept;10;2
310;GO6;C;0.166;0;10;352;29-sept;10;0
311;GO6;C;0.166;1;7;352;29-sept;10;3
312;GO6;C;0.166;2;5;352;29-sept;10;5
313;GO6;C;0.191;0;10;779;29-sept;10;0
314;GO6;C;0.191;1;9;779;29-sept;10;1
315;GO6;C;0.191;2;2;779;29-sept;10;8
316;GO6;C;0.248;0;10;851;29-sept;10;0
317;GO6;C;0.248;1;2;851;29-sept;10;8
318;GO6;C;0.248;2;0;851;29-sept;10;10
319;GO6;C;0.305;0;10;825;29-sept;10;0
320;GO6;C;0.305;1;3;825;29-sept;10;7
321;GO6;C;0.305;2;0;825;29-sept;10;10
322;LA0;C;0;0;10;547;09-sept;10;0
323;LA0;C;0;1;10;547;09-sept;10;0
324;LA0;C;0;2;10;547;09-sept;10;0
325;LA0;C;0.064;0;10;196;09-sept;10;0
326;LA0;C;0.064;1;9;196;09-sept;10;1
327;LA0;C;0.064;2;9;196;09-sept;10;1
328;LA0;C;0.129;0;10;328;09-sept;10;0
329;LA0;C;0.129;1;8;328;09-sept;10;2
330;LA0;C;0.129;2;8;328;09-sept;10;2
331;LA0;C;0.166;0;10;496;09-sept;10;0
332;LA0;C;0.166;1;7;496;09-sept;10;3
333;LA0;C;0.166;2;1;496;09-sept;10;9
334;LA0;C;0.191;0;10;334;09-sept;10;0
335;LA0;C;0.191;1;1;334;09-sept;10;9
336;LA0;C;0.191;2;0;334;09-sept;10;10
337;LA0;C;0.248;0;10;380;09-sept;10;0
338;LA0;C;0.248;1;2;380;09-sept;10;8
339;LA0;C;0.248;2;0;380;09-sept;10;10
340;LA0;C;0.305;0;10;88;09-sept;10;0
341;LA0;C;0.305;1;0;88;09-sept;10;10
342;LA0;C;0.305;2;0;88;09-sept;10;10
343;LA0;C;0.519;0;10;539;09-sept;10;0
344;LA0;C;0.519;1;0;539;09-sept;10;10
345;LA0;C;0.519;2;0;539;09-sept;10;10
346;LA0;C;0;0;10;217;10-sept;10;0
347;LA0;C;0;1;10;217;10-sept;10;0
348;LA0;C;0;2;10;217;10-sept;10;0
349;LA0;C;0.519;0;10;46;10-sept;10;0
350;LA0;C;0.519;1;0;46;10-sept;10;10
351;LA0;C;0.519;2;0;46;10-sept;10;10
352;LA0;C;0.519;0;10;336;10-sept;10;0
353;LA0;C;0.519;1;0;336;10-sept;10;10
354;LA0;C;0.519;2;0;336;10-sept;10;10
355;LA0;C;0.595;0;10;93;10-sept;10;0
356;LA0;C;0.595;1;0;93;10-sept;10;10
357;LA0;C;0.595;2;0;93;10-sept;10;10
358;LA0;C;0.595;0;10;153;10-sept;10;0
359;LA0;C;0.595;1;0;153;10-sept;10;10
360;LA0;C;0.595;2;0;153;10-sept;10;10
361;LA0;C;0;0;20;746;15-sept;20;0
362;LA0;C;0;1;20;746;15-sept;20;0
363;LA0;C;0;2;20;746;15-sept;20;0
364;LA0;C;0.064;0;10;651;15-sept;10;0
365;LA0;C;0.064;1;10;651;15-sept;10;0
366;LA0;C;0.064;2;10;651;15-sept;10;0
367;LA0;C;0.129;0;10;222;15-sept;10;0
368;LA0;C;0.129;1;5;222;15-sept;10;5
369;LA0;C;0.129;2;4;222;15-sept;10;6
370;LA0;C;0.166;0;10;139;15-sept;10;0
371;LA0;C;0.166;1;3;139;15-sept;10;7
372;LA0;C;0.166;2;1;139;15-sept;10;9
373;LA0;C;0.191;0;10;299;15-sept;10;0
374;LA0;C;0.191;1;4;299;15-sept;10;6
375;LA0;C;0.191;2;0;299;15-sept;10;10
376;LA0;C;0.248;0;10;235;15-sept;10;0
377;LA0;C;0.248;1;2;235;15-sept;10;8
378;LA0;C;0.248;2;0;235;15-sept;10;10
379;LA0;C;0.305;0;10;697;15-sept;10;0
380;LA0;C;0.305;1;0;697;15-sept;10;10
381;LA0;C;0.305;2;0;697;15-sept;10;10
382;LA0;C;0.595;0;10;49;15-sept;10;0
383;LA0;C;0.595;1;0;49;15-sept;10;10
384;LA0;C;0.595;2;0;49;15-sept;10;10
385;LA0;C;0;0;10;556;16-sept;10;0
386;LA0;C;0;1;10;556;16-sept;10;0
387;LA0;C;0;2;10;556;16-sept;10;0
388;LA0;C;0.064;0;10;681;16-sept;10;0
389;LA0;C;0.064;1;10;681;16-sept;10;0
390;LA0;C;0.064;2;10;681;16-sept;10;0
391;LA0;C;0.129;0;10;449;16-sept;10;0
392;LA0;C;0.129;1;5;449;16-sept;10;5
393;LA0;C;0.129;2;3;449;16-sept;10;7
394;LA0;C;0.166;0;10;568;16-sept;10;0
395;LA0;C;0.166;1;4;568;16-sept;10;6
396;LA0;C;0.166;2;3;568;16-sept;10;7
397;LA0;C;0.191;0;10;828;16-sept;10;0
398;LA0;C;0.191;1;4;828;16-sept;10;6
399;LA0;C;0.191;2;0;828;16-sept;10;10
400;LA0;C;0.248;0;10;43;16-sept;10;0
401;LA0;C;0.248;1;0;43;16-sept;10;10
402;LA0;C;0.248;2;0;43;16-sept;10;10
403;LA0;C;0;0;10;114;22-sept;10;0
404;LA0;C;0;1;10;114;22-sept;10;0
405;LA0;C;0;2;10;114;22-sept;10;0
406;LA0;C;0.305;0;10;252;22-sept;10;0
407;LA0;C;0.305;1;0;252;22-sept;10;10
408;LA0;C;0.305;2;0;252;22-sept;10;10
409;LA0;C;0.519;0;10;102;22-sept;10;0
410;LA0;C;0.519;1;0;102;22-sept;10;10
411;LA0;C;0.519;2;0;102;22-sept;10;10
412;LA0;C;0.595;0;10;265;22-sept;10;0
413;LA0;C;0.595;1;0;265;22-sept;10;10
414;LA0;C;0.595;2;0;265;22-sept;10;10
415;LA0;C;0;0;10;242;23-sept;10;0
416;LA0;C;0;1;10;242;23-sept;10;0
417;LA0;C;0;2;10;242;23-sept;10;0
418;LA0;C;0.129;0;10;665;23-sept;10;0
419;LA0;C;0.129;1;5;665;23-sept;10;5
420;LA0;C;0.129;2;5;665;23-sept;10;5
421;LA0;C;0.191;0;10;799;23-sept;10;0
422;LA0;C;0.191;1;4;799;23-sept;10;6
423;LA0;C;0.191;2;1;799;23-sept;10;9
424;LA0;C;0.305;0;10;844;23-sept;10;0
425;LA0;C;0.305;1;0;844;23-sept;10;10
426;LA0;C;0.305;2;0;844;23-sept;10;10
427;LA0;C;0.595;0;10;805;23-sept;10;0
428;LA0;C;0.595;1;0;805;23-sept;10;10
429;LA0;C;0.595;2;0;805;23-sept;10;10
430;LA0;C;0;0;20;840;24-sept;20;0
431;LA0;C;0;1;20;840;24-sept;20;0
432;LA0;C;0;2;20;840;24-sept;20;0
433;LA0;C;0.064;0;10;178;24-sept;10;0
434;LA0;C;0.064;1;10;178;24-sept;10;0
435;LA0;C;0.064;2;10;178;24-sept;10;0
436;LA0;C;0.064;0;10;322;24-sept;10;0
437;LA0;C;0.064;1;10;322;24-sept;10;0
438;LA0;C;0.064;2;10;322;24-sept;10;0
439;LA0;C;0.129;0;10;705;24-sept;10;0
440;LA0;C;0.129;1;8;705;24-sept;10;2
441;LA0;C;0.129;2;6;705;24-sept;10;4
442;LA0;C;0.166;0;10;616;24-sept;10;0
443;LA0;C;0.166;1;4;616;24-sept;10;6
444;LA0;C;0.166;2;1;616;24-sept;10;9
445;LA0;C;0.166;0;10;85;24-sept;10;0
446;LA0;C;0.166;1;6;85;24-sept;10;4
447;LA0;C;0.166;2;4;85;24-sept;10;6
448;LA0;C;0.191;0;10;486;24-sept;10;0
449;LA0;C;0.191;1;3;486;24-sept;10;7
450;LA0;C;0.191;2;0;486;24-sept;10;10
451;LA0;C;0.248;0;10;453;24-sept;10;0
452;LA0;C;0.248;1;0;453;24-sept;10;10
453;LA0;C;0.248;2;0;453;24-sept;10;10
454;LA0;C;0.248;0;10;627;24-sept;10;0
455;LA0;C;0.248;1;1;627;24-sept;10;9
456;LA0;C;0.248;2;0;627;24-sept;10;10
457;LA0;C;0.305;0;10;454;24-sept;10;0
458;LA0;C;0.305;1;2;454;24-sept;10;8
459;LA0;C;0.305;2;0;454;24-sept;10;10
460;LA0;C;0.519;0;10;684;24-sept;10;0
461;LA0;C;0.519;1;0;684;24-sept;10;10
462;LA0;C;0.519;2;0;684;24-sept;10;10
463;PE7;C;0;0;20;266;29-juil;20;0
464;PE7;C;0;1;20;266;29-juil;20;0
465;PE7;C;0;2;20;266;29-juil;20;0
466;PE7;C;0.064;0;10;499;29-juil;10;0
467;PE7;C;0.064;1;10;499;29-juil;10;0
468;PE7;C;0.064;2;10;499;29-juil;10;0
469;PE7;C;0.129;0;10;570;29-juil;10;0
470;PE7;C;0.129;1;8;570;29-juil;10;2
471;PE7;C;0.129;2;8;570;29-juil;10;2
472;PE7;C;0.166;0;10;640;29-juil;10;0
473;PE7;C;0.166;1;8;640;29-juil;10;2
474;PE7;C;0.166;2;2;640;29-juil;10;8
475;PE7;C;0.191;0;10;5;29-juil;10;0
476;PE7;C;0.191;1;4;5;29-juil;10;6
477;PE7;C;0.191;2;4;5;29-juil;10;6
478;PE7;C;0.248;0;10;282;29-juil;10;0
479;PE7;C;0.248;1;2;282;29-juil;10;8
480;PE7;C;0.248;2;0;282;29-juil;10;10
481;PE7;C;0.305;0;10;60;29-juil;10;0
482;PE7;C;0.305;1;3;60;29-juil;10;7
483;PE7;C;0.305;2;0;60;29-juil;10;10
484;PE7;C;0.519;0;10;566;29-juil;10;0
485;PE7;C;0.519;1;0;566;29-juil;10;10
486;PE7;C;0.519;2;0;566;29-juil;10;10
487;PE7;C;0.595;0;10;838;29-juil;10;0
488;PE7;C;0.595;1;0;838;29-juil;10;10
489;PE7;C;0.595;2;0;838;29-juil;10;10
490;PE7;C;0;0;10;796;06-août;10;0
491;PE7;C;0;1;10;796;06-août;10;0
492;PE7;C;0;2;10;796;06-août;10;0
493;PE7;C;0.064;0;10;871;06-août;10;0
494;PE7;C;0.064;1;10;871;06-août;10;0
495;PE7;C;0.064;2;10;871;06-août;10;0
496;PE7;C;0.129;0;10;620;06-août;10;0
497;PE7;C;0.129;1;6;620;06-août;10;4
498;PE7;C;0.129;2;3;620;06-août;10;7
499;PE7;C;0.166;0;10;634;06-août;10;0
500;PE7;C;0.166;1;2;634;06-août;10;8
501;PE7;C;0.166;2;1;634;06-août;10;9
502;PE7;C;0.191;0;10;179;06-août;10;0
503;PE7;C;0.191;1;1;179;06-août;10;9
504;PE7;C;0.191;2;0;179;06-août;10;10
505;PE7;C;0.248;0;10;585;06-août;10;0
506;PE7;C;0.248;1;3;585;06-août;10;7
507;PE7;C;0.248;2;0;585;06-août;10;10
508;PE7;C;0.305;0;10;96;06-août;10;0
509;PE7;C;0.305;1;0;96;06-août;10;10
510;PE7;C;0.305;2;0;96;06-août;10;10
511;PE7;C;0.519;0;10;784;06-août;10;0
512;PE7;C;0.519;1;0;784;06-août;10;10
513;PE7;C;0.519;2;0;784;06-août;10;10
514;PE7;C;0.595;0;10;202;06-août;10;0
515;PE7;C;0.595;1;0;202;06-août;10;10
516;PE7;C;0.595;2;0;202;06-août;10;10
517;PE7;C;0;0;20;473;13-août;20;0
518;PE7;C;0;1;20;473;13-août;20;0
519;PE7;C;0;2;20;473;13-août;20;0
520;PE7;C;0.064;0;10;6;13-août;10;0
521;PE7;C;0.064;1;10;6;13-août;10;0
522;PE7;C;0.064;2;10;6;13-août;10;0
523;PE7;C;0.064;0;10;224;13-août;10;0
524;PE7;C;0.064;1;9;224;13-août;10;1
