X;Clone;molecule;conc;time;Nsurv;replicate;day;Ninit;Nmort
2167;RE0;M;0.993;0;10;463;10-mars;10;0
2168;RE0;M;0.993;1;8;463;10-mars;10;2
2169;RE0;M;0.993;2;8;463;10-mars;10;2
2170;RE0;M;1.255;0;10;401;10-mars;10;0
2171;RE0;M;1.255;1;0;401;10-mars;10;10
2172;RE0;M;1.255;2;0;401;10-mars;10;10
2173;RE0;M;1.52;0;10;337;10-mars;10;0
2174;RE0;M;1.52;1;0;337;10-mars;10;10
2175;RE0;M;1.52;2;0;337;10-mars;10;10
2176;RE0;M;1.762;0;10;485;10-mars;10;0
2177;RE0;M;1.762;1;0;485;10-mars;10;10
2178;RE0;M;1.762;2;0;485;10-mars;10;10
2179;RE0;M;2.038;0;10;666;10-mars;10;0
2180;RE0;M;2.038;1;0;666;10-mars;10;10
2181;RE0;M;2.038;2;0;666;10-mars;10;10
2182;RE0;M;3.016;0;10;811;10-mars;10;0
2183;RE0;M;3.016;1;0;811;10-mars;10;10
2184;RE0;M;3.016;2;0;811;10-mars;10;10
2185;RE0;M;0;0;20;1;10-mars;20;0
2186;RE0;M;0;1;20;1;10-mars;20;0
2187;RE0;M;0;2;20;1;10-mars;20;0
2188;RE0;M;0.993;0;10;624;10-mars;10;0
2189;RE0;M;0.993;1;10;624;10-mars;10;0
2190;RE0;M;0.993;2;8;624;10-mars;10;2
2191;RE0;M;1.255;0;10;384;10-mars;10;0
2192;RE0;M;1.255;1;9;384;10-mars;10;1
2193;RE0;M;1.255;2;5;384;10-mars;10;5
2194;RE0;M;1.52;0;10;300;10-mars;10;0
2195;RE0;M;1.52;1;4;300;10-mars;10;6
2196;RE0;M;1.52;2;2;300;10-mars;10;8
2197;RE0;M;1.762;0;10;317;10-mars;10;0
2198;RE0;M;1.762;1;1;317;10-mars;10;9
2199;RE0;M;1.762;2;1;317;10-mars;10;9
2200;RE0;M;2.038;0;10;578;10-mars;10;0
2201;RE0;M;2.038;1;3;578;10-mars;10;7
2202;RE0;M;2.038;2;0;578;10-mars;10;10
2203;RE0;M;3.016;0;10;445;10-mars;10;0
2204;RE0;M;3.016;1;0;445;10-mars;10;10
2205;RE0;M;3.016;2;0;445;10-mars;10;10
2206;RE0;M;0;0;10;663;11-août;10;0
2207;RE0;M;0;1;9;663;11-août;10;1
2208;RE0;M;0;2;9;663;11-août;10;1
2209;RE0;M;0.507;0;10;863;11-août;10;0
2210;RE0;M;0.507;1;10;863;11-août;10;0
2211;RE0;M;0.507;2;10;863;11-août;10;0
2212;RE0;M;0.507;0;10;140;11-août;10;0
2213;RE0;M;0.507;1;10;140;11-août;10;0
2214;RE0;M;0.507;2;9;140;11-août;10;1
2215;RE0;M;0.507;0;10;507;11-août;10;0
2216;RE0;M;0.507;1;10;507;11-août;10;0
2217;RE0;M;0.507;2;10;507;11-août;10;0
2218;RE0;M;4.996;0;10;126;11-août;10;0
2219;RE0;M;4.996;1;0;126;11-août;10;10
2220;RE0;M;4.996;2;0;126;11-août;10;10
2221;RE0;M;4.996;0;10;191;11-août;10;0
2222;RE0;M;4.996;1;0;191;11-août;10;10
2223;RE0;M;4.996;2;0;191;11-août;10;10
2224;RE0;M;0;0;10;239;12-août;10;0
2225;RE0;M;0;1;10;239;12-août;10;0
2226;RE0;M;0;2;10;239;12-août;10;0
2227;RE0;M;0.507;0;10;724;12-août;10;0
2228;RE0;M;0.507;1;10;724;12-août;10;0
2229;RE0;M;0.507;2;9;724;12-août;10;1
2230;RE0;M;4.996;0;10;619;12-août;10;0
2231;RE0;M;4.996;1;0;619;12-août;10;10
2232;RE0;M;4.996;2;0;619;12-août;10;10
2233;RE0;M;0;0;10;8;27-août;10;0
2234;RE0;M;0;1;9;8;27-août;10;1
2235;RE0;M;0;2;9;8;27-août;10;1
2236;RE0;M;0.258;0;10;875;27-août;10;0
2237;RE0;M;0.258;1;10;875;27-août;10;0
2238;RE0;M;0.258;2;8;875;27-août;10;2
2239;RE0;M;0.258;0;10;531;27-août;10;0
2240;RE0;M;0.258;1;6;531;27-août;10;4
2241;RE0;M;0.258;2;5;531;27-août;10;5
2242;RE0;M;0.258;0;10;482;27-août;10;0
2243;RE0;M;0.258;1;8;482;27-août;10;2
2244;RE0;M;0.258;2;7;482;27-août;10;3
2245;RE0;M;0.507;0;10;714;27-août;10;0
2246;RE0;M;0.507;1;3;714;27-août;10;7
2247;RE0;M;0.507;2;2;714;27-août;10;8
2248;RE0;M;4.996;0;10;309;27-août;10;0
2249;RE0;M;4.996;1;0;309;27-août;10;10
2250;RE0;M;4.996;2;0;309;27-août;10;10
2251;RE0;M;4.996;0;10;480;27-août;10;0
2252;RE0;M;4.996;1;0;480;27-août;10;10
2253;RE0;M;4.996;2;0;480;27-août;10;10
2254;RE0;M;0;0;10;278;01-sept;10;0
2255;RE0;M;0;1;10;278;01-sept;10;0
2256;RE0;M;0;2;10;278;01-sept;10;0
2257;RE0;M;0.258;0;10;201;01-sept;10;0
2258;RE0;M;0.258;1;10;201;01-sept;10;0
2259;RE0;M;0.258;2;10;201;01-sept;10;0
2260;RE0;M;0.258;0;10;113;01-sept;10;0
2261;RE0;M;0.258;1;10;113;01-sept;10;0
2262;RE0;M;0.258;2;9;113;01-sept;10;1
2263;RE0;M;0;0;10;626;02-sept;10;0
2264;RE0;M;0;1;10;626;02-sept;10;0
2265;RE0;M;0;2;10;626;02-sept;10;0
2266;RE0;M;0.258;0;10;769;02-sept;10;0
2267;RE0;M;0.258;1;10;769;02-sept;10;0
2268;RE0;M;0.258;2;9;769;02-sept;10;1
2269;RE0;M;0.507;0;10;301;02-sept;10;0
2270;RE0;M;0.507;1;2;301;02-sept;10;8
2271;RE0;M;0.507;2;1;301;02-sept;10;9
2272;SE2;M;0;0;10;759;28-juil;10;0
2273;SE2;M;0;1;10;759;28-juil;10;0
2274;SE2;M;0;2;9;759;28-juil;10;1
2275;SE2;M;0.507;0;10;509;28-juil;10;0
2276;SE2;M;0.507;1;9;509;28-juil;10;1
2277;SE2;M;0.507;2;8;509;28-juil;10;2
2278;SE2;M;1.762;0;10;122;28-juil;10;0
2279;SE2;M;1.762;1;0;122;28-juil;10;10
2280;SE2;M;1.762;2;0;122;28-juil;10;10
2281;SE2;M;0;0;10;135;29-juil;10;0
2282;SE2;M;0;1;10;135;29-juil;10;0
2283;SE2;M;0;2;10;135;29-juil;10;0
2284;SE2;M;0.993;0;10;180;29-juil;10;0
2285;SE2;M;0.993;1;5;180;29-juil;10;5
2286;SE2;M;0.993;2;1;180;29-juil;10;9
2287;SE2;M;1.255;0;10;226;29-juil;10;0
2288;SE2;M;1.255;1;2;226;29-juil;10;8
2289;SE2;M;1.255;2;0;226;29-juil;10;10
2290;SE2;M;1.52;0;10;286;29-juil;10;0
2291;SE2;M;1.52;1;1;286;29-juil;10;9
2292;SE2;M;1.52;2;0;286;29-juil;10;10
2293;SE2;M;0;0;10;736;04-août;10;0
2294;SE2;M;0;1;10;736;04-août;10;0
2295;SE2;M;0;2;10;736;04-août;10;0
2296;SE2;M;2.038;0;10;686;04-août;10;0
2297;SE2;M;2.038;1;0;686;04-août;10;10
2298;SE2;M;2.038;2;0;686;04-août;10;10
2299;SE2;M;3.016;0;10;76;04-août;10;0
2300;SE2;M;3.016;1;0;76;04-août;10;10
2301;SE2;M;3.016;2;0;76;04-août;10;10
2302;SE2;M;4.996;0;10;501;04-août;10;0
2303;SE2;M;4.996;1;0;501;04-août;10;10
2304;SE2;M;4.996;2;0;501;04-août;10;10
2305;SE2;M;0;0;10;474;05-août;10;0
2306;SE2;M;0;1;10;474;05-août;10;0
2307;SE2;M;0;2;10;474;05-août;10;0
2308;SE2;M;4.996;0;10;62;05-août;10;0
2309;SE2;M;4.996;1;0;62;05-août;10;10
2310;SE2;M;4.996;2;0;62;05-août;10;10
2311;SE2;M;0;0;20;755;06-août;20;0
2312;SE2;M;0;1;20;755;06-août;20;0
2313;SE2;M;0;2;20;755;06-août;20;0
2314;SE2;M;0.507;0;10;764;06-août;10;0
2315;SE2;M;0.507;1;10;764;06-août;10;0
2316;SE2;M;0.507;2;10;764;06-août;10;0
2317;SE2;M;0.993;0;10;601;06-août;10;0
2318;SE2;M;0.993;1;7;601;06-août;10;3
2319;SE2;M;0.993;2;1;601;06-août;10;9
2320;SE2;M;1.255;0;10;200;06-août;10;0
2321;SE2;M;1.255;1;2;200;06-août;10;8
2322;SE2;M;1.255;2;1;200;06-août;10;9
2323;SE2;M;1.52;0;10;138;06-août;10;0
2324;SE2;M;1.52;1;0;138;06-août;10;10
2325;SE2;M;1.52;2;0;138;06-août;10;10
2326;SE2;M;1.762;0;10;773;06-août;10;0
2327;SE2;M;1.762;1;0;773;06-août;10;10
2328;SE2;M;1.762;2;0;773;06-août;10;10
2329;SE2;M;2.038;0;10;327;06-août;10;0
2330;SE2;M;2.038;1;0;327;06-août;10;10
2331;SE2;M;2.038;2;0;327;06-août;10;10
2332;SE2;M;0;0;10;99;11-août;10;0
2333;SE2;M;0;1;10;99;11-août;10;0
2334;SE2;M;0;2;10;99;11-août;10;0
2335;SE2;M;0.507;0;10;377;11-août;10;0
2336;SE2;M;0.507;1;9;377;11-août;10;1
2337;SE2;M;0.507;2;7;377;11-août;10;3
2338;SE2;M;0.993;0;10;368;11-août;10;0
2339;SE2;M;0.993;1;7;368;11-août;10;3
2340;SE2;M;0.993;2;1;368;11-août;10;9
2341;SE2;M;1.255;0;10;732;11-août;10;0
2342;SE2;M;1.255;1;1;732;11-août;10;9
2343;SE2;M;1.255;2;1;732;11-août;10;9
2344;SE2;M;1.52;0;10;465;11-août;10;0
2345;SE2;M;1.52;1;0;465;11-août;10;10
2346;SE2;M;1.52;2;0;465;11-août;10;10
2347;SE2;M;0;0;10;834;12-août;10;0
2348;SE2;M;0;1;10;834;12-août;10;0
2349;SE2;M;0;2;10;834;12-août;10;0
2350;SE2;M;0.507;0;10;636;12-août;10;0
2351;SE2;M;0.507;1;10;636;12-août;10;0
2352;SE2;M;0.507;2;9;636;12-août;10;1
2353;SE2;M;0.993;0;10;590;12-août;10;0
2354;SE2;M;0.993;1;6;590;12-août;10;4
2355;SE2;M;0.993;2;2;590;12-août;10;8
2356;SE2;M;1.255;0;10;155;12-août;10;0
2357;SE2;M;1.255;1;5;155;12-août;10;5
2358;SE2;M;1.255;2;0;155;12-août;10;10
2359;SE2;M;1.52;0;10;672;12-août;10;0
2360;SE2;M;1.52;1;3;672;12-août;10;7
2361;SE2;M;1.52;2;0;672;12-août;10;10
2362;SE2;M;3.016;0;10;602;12-août;10;0
2363;SE2;M;3.016;1;0;602;12-août;10;10
2364;SE2;M;3.016;2;0;602;12-août;10;10
2365;SE2;M;3.016;0;10;727;12-août;10;0
2366;SE2;M;3.016;1;0;727;12-août;10;10
2367;SE2;M;3.016;2;0;727;12-août;10;10
2368;SE2;M;0;0;20;413;13-août;20;0
2369;SE2;M;0;1;20;413;13-août;20;0
2370;SE2;M;0;2;20;413;13-août;20;0
2371;SE2;M;0.507;0;10;358;13-août;10;0
2372;SE2;M;0.507;1;10;358;13-août;10;0
2373;SE2;M;0.507;2;10;358;13-août;10;0
2374;SE2;M;0.993;0;10;423;13-août;10;0
2375;SE2;M;0.993;1;1;423;13-août;10;9
2376;SE2;M;0.993;2;1;423;13-août;10;9
2377;SE2;M;1.255;0;10;109;13-août;10;0
2378;SE2;M;1.255;1;1;109;13-août;10;9
2379;SE2;M;1.255;2;0;109;13-août;10;10
2380;SE2;M;1.52;0;10;3;13-août;10;0
2381;SE2;M;1.52;1;0;3;13-août;10;10
2382;SE2;M;1.52;2;0;3;13-août;10;10
2383;SE2;M;1.762;0;10;83;13-août;10;0
2384;SE2;M;1.762;1;0;83;13-août;10;10
2385;SE2;M;1.762;2;0;83;13-août;10;10
2386;SE2;M;2.038;0;10;443;13-août;10;0
2387;SE2;M;2.038;1;0;443;13-août;10;10
2388;SE2;M;2.038;2;0;443;13-août;10;10
2389;SE2;M;3.016;0;10;655;13-août;10;0
2390;SE2;M;3.016;1;0;655;13-août;10;10
2391;SE2;M;3.016;2;0;655;13-août;10;10
2392;SE2;M;3.016;0;10;335;13-août;10;0
2393;SE2;M;3.016;1;0;335;13-août;10;10
2394;SE2;M;3.016;2;0;335;13-août;10;10
2395;SE2;M;4.996;0;10;116;13-août;10;0
2396;SE2;M;4.996;1;0;116;13-août;10;10
2397;SE2;M;4.996;2;0;116;13-août;10;10
2398;SE2;M;0;0;10;168;18-août;10;0
2399;SE2;M;0;1;10;168;18-août;10;0
2400;SE2;M;0;2;10;168;18-août;10;0
2401;SE2;M;1.762;0;10;523;18-août;10;0
2402;SE2;M;1.762;1;0;523;18-août;10;10
2403;SE2;M;1.762;2;0;523;18-août;10;10
2404;SE2;M;2.038;0;10;575;18-août;10;0
2405;SE2;M;2.038;1;0;575;18-août;10;10
2406;SE2;M;2.038;2;0;575;18-août;10;10
2407;SE2;M;4.996;0;10;498;18-août;10;0
2408;SE2;M;4.996;1;0;498;18-août;10;10
2409;SE2;M;4.996;2;0;498;18-août;10;10
2410;SE2;M;0;0;10;832;19-août;10;0
2411;SE2;M;0;1;10;832;19-août;10;0
2412;SE2;M;0;2;10;832;19-août;10;0
2413;SE2;M;1.762;0;10;315;19-août;10;0
2414;SE2;M;1.762;1;0;315;19-août;10;10
2415;SE2;M;1.762;2;0;315;19-août;10;10
2416;SE2;M;2.038;0;10;728;19-août;10;0
2417;SE2;M;2.038;1;0;728;19-août;10;10
2418;SE2;M;2.038;2;0;728;19-août;10;10
2419;SE2;M;4.996;0;10;414;19-août;10;0
2420;SE2;M;4.996;1;0;414;19-août;10;10
2421;SE2;M;4.996;2;0;414;19-août;10;10
2422;SE2;M;4.996;0;10;815;19-août;10;0
2423;SE2;M;4.996;1;0;815;19-août;10;10
2424;SE2;M;4.996;2;0;815;19-août;10;10
2425;SE2;M;0;0;10;321;25-août;10;0
2426;SE2;M;0;1;10;321;25-août;10;0
2427;SE2;M;0;2;10;321;25-août;10;0
2428;SE2;M;0.258;0;10;293;25-août;10;0
2429;SE2;M;0.258;1;9;293;25-août;10;1
2430;SE2;M;0.258;2;8;293;25-août;10;2
2431;SE2;M;0.258;0;10;277;25-août;10;0
2432;SE2;M;0.258;1;10;277;25-août;10;0
2433;SE2;M;0.258;2;10;277;25-août;10;0
2434;SE2;M;0.258;0;10;162;25-août;10;0
2435;SE2;M;0.258;1;10;162;25-août;10;0
2436;SE2;M;0.258;2;10;162;25-août;10;0
2437;SE2;M;0.258;0;10;545;25-août;10;0
2438;SE2;M;0.258;1;8;545;25-août;10;2
2439;SE2;M;0.258;2;8;545;25-août;10;2
2440;SE2;M;0.258;0;10;588;25-août;10;0
2441;SE2;M;0.258;1;10;588;25-août;10;0
2442;SE2;M;0.258;2;9;588;25-août;10;1
2443;SE5;M;0;0;10;711;26-févr;10;0
2444;SE5;M;0;1;10;711;26-févr;10;0
2445;SE5;M;0;2;9;711;26-févr;10;1
2446;SE5;M;0.993;0;10;630;26-févr;10;0
2447;SE5;M;0.993;1;10;630;26-févr;10;0
2448;SE5;M;0.993;2;10;630;26-févr;10;0
2449;SE5;M;1.255;0;10;867;26-févr;10;0
2450;SE5;M;1.255;1;10;867;26-févr;10;0
2451;SE5;M;1.255;2;9;867;26-févr;10;1
2452;SE5;M;1.52;0;10;284;26-févr;10;0
2453;SE5;M;1.52;1;9;284;26-févr;10;1
2454;SE5;M;1.52;2;6;284;26-févr;10;4
2455;SE5;M;1.762;0;10;81;26-févr;10;0
2456;SE5;M;1.762;1;7;81;26-févr;10;3
2457;SE5;M;1.762;2;7;81;26-févr;10;3
2458;SE5;M;2.038;0;10;804;26-févr;10;0
2459;SE5;M;2.038;1;5;804;26-févr;10;5
2460;SE5;M;2.038;2;5;804;26-févr;10;5
2461;SE5;M;3.016;0;10;66;26-févr;10;0
2462;SE5;M;3.016;1;2;66;26-févr;10;8
2463;SE5;M;3.016;2;1;66;26-févr;10;9
2464;SE5;M;0;0;10;563;26-févr;10;0
2465;SE5;M;0;1;10;563;26-févr;10;0
2466;SE5;M;0;2;10;563;26-févr;10;0
2467;SE5;M;0.993;0;10;36;26-févr;10;0
2468;SE5;M;0.993;1;9;36;26-févr;10;1
2469;SE5;M;0.993;2;9;36;26-févr;10;1
2470;SE5;M;1.255;0;10;318;26-févr;10;0
2471;SE5;M;1.255;1;8;318;26-févr;10;2
2472;SE5;M;1.255;2;7;318;26-févr;10;3
2473;SE5;M;1.52;0;10;308;26-févr;10;0
2474;SE5;M;1.52;1;8;308;26-févr;10;2
2475;SE5;M;1.52;2;6;308;26-févr;10;4
2476;SE5;M;1.762;0;10;694;26-févr;10;0
2477;SE5;M;1.762;1;10;694;26-févr;10;0
2478;SE5;M;1.762;2;9;694;26-févr;10;1
2479;SE5;M;2.038;0;10;348;26-févr;10;0
2480;SE5;M;2.038;1;8;348;26-févr;10;2
2481;SE5;M;2.038;2;4;348;26-févr;10;6
2482;SE5;M;3.016;0;10;426;26-févr;10;0
2483;SE5;M;3.016;1;2;426;26-févr;10;8
2484;SE5;M;3.016;2;1;426;26-févr;10;9
2485;SE5;M;0;0;20;132;03-mars;20;0
2486;SE5;M;0;1;19;132;03-mars;20;1
2487;SE5;M;0;2;19;132;03-mars;20;1
2488;SE5;M;0.993;0;10;723;03-mars;10;0
2489;SE5;M;0.993;1;10;723;03-mars;10;0
2490;SE5;M;0.993;2;6;723;03-mars;10;4
2491;SE5;M;1.255;0;10;584;03-mars;10;0
2492;SE5;M;1.255;1;8;584;03-mars;10;2
2493;SE5;M;1.255;2;4;584;03-mars;10;6
2494;SE5;M;1.52;0;10;59;03-mars;10;0
2495;SE5;M;1.52;1;6;59;03-mars;10;4
2496;SE5;M;1.52;2;0;59;03-mars;10;10
2497;SE5;M;1.762;0;10;416;03-mars;10;0
2498;SE5;M;1.762;1;0;416;03-mars;10;10
2499;SE5;M;1.762;2;0;416;03-mars;10;10
2500;SE5;M;2.038;0;10;656;03-mars;10;0
2501;SE5;M;2.038;1;0;656;03-mars;10;10
2502;SE5;M;2.038;2;0;656;03-mars;10;10
2503;SE5;M;3.016;0;10;675;03-mars;10;0
2504;SE5;M;3.016;1;0;675;03-mars;10;10
2505;SE5;M;3.016;2;0;675;03-mars;10;10
2506;SE5;M;0;0;10;229;07-juil;10;0
2507;SE5;M;0;1;10;229;07-juil;10;0
2508;SE5;M;0;2;10;229;07-juil;10;0
2509;SE5;M;0.507;0;10;359;07-juil;10;0
2510;SE5;M;0.507;1;10;359;07-juil;10;0
2511;SE5;M;0.507;2;10;359;07-juil;10;0
2512;SE5;M;0.993;0;10;740;07-juil;10;0
2513;SE5;M;0.993;1;10;740;07-juil;10;0
2514;SE5;M;0.993;2;10;740;07-juil;10;0
2515;SE5;M;1.255;0;10;262;07-juil;10;0
2516;SE5;M;1.255;1;9;262;07-juil;10;1
2517;SE5;M;1.255;2;9;262;07-juil;10;1
2518;SE5;M;1.52;0;10;862;07-juil;10;0
2519;SE5;M;1.52;1;10;862;07-juil;10;0
2520;SE5;M;1.52;2;9;862;07-juil;10;1
2521;SE5;M;1.762;0;10;693;07-juil;10;0
2522;SE5;M;1.762;1;8;693;07-juil;10;2
2523;SE5;M;1.762;2;8;693;07-juil;10;2
2524;SE5;M;2.038;0;10;12;07-juil;10;0
2525;SE5;M;2.038;1;10;12;07-juil;10;0
2526;SE5;M;2.038;2;7;12;07-juil;10;3
2527;SE5;M;3.016;0;10;830;07-juil;10;0
2528;SE5;M;3.016;1;3;830;07-juil;10;7
2529;SE5;M;3.016;2;1;830;07-juil;10;9
2530;SE5;M;0;0;10;495;08-juil;10;0
2531;SE5;M;0;1;10;495;08-juil;10;0
2532;SE5;M;0;2;9;495;08-juil;10;1
2533;SE5;M;0.507;0;10;440;08-juil;10;0
2534;SE5;M;0.507;1;10;440;08-juil;10;0
2535;SE5;M;0.507;2;10;440;08-juil;10;0
2536;SE5;M;0.993;0;10;314;08-juil;10;0
2537;SE5;M;0.993;1;10;314;08-juil;10;0
2538;SE5;M;0.993;2;10;314;08-juil;10;0
2539;SE5;M;1.255;0;10;383;08-juil;10;0
2540;SE5;M;1.255;1;10;383;08-juil;10;0
2541;SE5;M;1.255;2;10;383;08-juil;10;0
2542;SE5;M;1.52;0;10;874;08-juil;10;0
2543;SE5;M;1.52;1;10;874;08-juil;10;0
2544;SE5;M;1.52;2;10;874;08-juil;10;0
2545;SE5;M;1.762;0;10;592;08-juil;10;0
2546;SE5;M;1.762;1;9;592;08-juil;10;1
2547;SE5;M;1.762;2;6;592;08-juil;10;4
2548;SE5;M;2.038;0;10;42;08-juil;10;0
2549;SE5;M;2.038;1;9;42;08-juil;10;1
2550;SE5;M;2.038;2;8;42;08-juil;10;2
2551;SE5;M;3.016;0;10;744;08-juil;10;0
2552;SE5;M;3.016;1;3;744;08-juil;10;7
2553;SE5;M;3.016;2;0;744;08-juil;10;10
2554;SE5;M;0;0;10;505;05-août;10;0
2555;SE5;M;0;1;10;505;05-août;10;0
2556;SE5;M;0;2;10;505;05-août;10;0
2557;SE5;M;0.507;0;10;364;05-août;10;0
2558;SE5;M;0.507;1;10;364;05-août;10;0
2559;SE5;M;0.507;2;10;364;05-août;10;0
2560;SE5;M;0;0;10;608;06-août;10;0
2561;SE5;M;0;1;10;608;06-août;10;0
2562;SE5;M;0;2;10;608;06-août;10;0
2563;SE5;M;0.507;0;10;86;06-août;10;0
2564;SE5;M;0.507;1;10;86;06-août;10;0
2565;SE5;M;0.507;2;10;86;06-août;10;0
2566;SE5;M;0.507;0;10;517;06-août;10;0
2567;SE5;M;0.507;1;10;517;06-août;10;0
2568;SE5;M;0.507;2;10;517;06-août;10;0
2569;SE5;M;4.996;0;10;438;06-août;10;0
2570;SE5;M;4.996;1;0;438;06-août;10;10
2571;SE5;M;4.996;2;0;438;06-août;10;10
2572;SE5;M;4.996;0;10;292;06-août;10;0
2573;SE5;M;4.996;1;0;292;06-août;10;10
2574;SE5;M;4.996;2;0;292;06-août;10;10
2575;SE5;M;4.996;0;10;232;06-août;10;0
2576;SE5;M;4.996;1;0;232;06-août;10;10
2577;SE5;M;4.996;2;0;232;06-août;10;10
2578;SE5;M;0;0;10;468;11-août;10;0
2579;SE5;M;0;1;10;468;11-août;10;0
2580;SE5;M;0;2;10;468;11-août;10;0
2581;SE5;M;2.305;0;10;145;11-août;10;0
2582;SE5;M;2.305;1;7;145;11-août;10;3
2583;SE5;M;2.305;2;4;145;11-août;10;6
2584;SE5;M;2.305;0;10;648;11-août;10;0
2585;SE5;M;2.305;1;7;648;11-août;10;3
2586;SE5;M;2.305;2;5;648;11-août;10;5
2587;SE5;M;3.283;0;10;390;11-août;10;0
2588;SE5;M;3.283;1;1;390;11-août;10;9
2589;SE5;M;3.283;2;0;390;11-août;10;10
2590;SE5;M;4.996;0;10;20;11-août;10;0
2591;SE5;M;4.996;1;0;20;11-août;10;10
2592;SE5;M;4.996;2;0;20;11-août;10;10
2593;SE5;M;0;0;10;63;12-août;10;0
2594;SE5;M;0;1;10;63;12-août;10;0
2595;SE5;M;0;2;9;63;12-août;10;1
2596;SE5;M;2.305;0;10;331;12-août;10;0
2597;SE5;M;2.305;1;8;331;12-août;10;2
2598;SE5;M;2.305;2;6;331;12-août;10;4
2599;SE5;M;4.996;0;10;238;12-août;10;0
2600;SE5;M;4.996;1;0;238;12-août;10;10
2601;SE5;M;4.996;2;0;238;12-août;10;10
2602;SE5;M;0;0;10;37;26-août;10;0
2603;SE5;M;0;1;10;37;26-août;10;0
2604;SE5;M;0;2;9;37;26-août;10;1
2605;SE5;M;2.305;0;10;78;26-août;10;0
2606;SE5;M;2.305;1;2;78;26-août;10;8
2607;SE5;M;2.305;2;0;78;26-août;10;10
2608;SE5;M;2.305;0;10;167;26-août;10;0
2609;SE5;M;2.305;1;4;167;26-août;10;6
2610;SE5;M;2.305;2;0;167;26-août;10;10
2611;SE5;M;3.283;0;10;623;26-août;10;0
2612;SE5;M;3.283;1;1;623;26-août;10;9
2613;SE5;M;3.283;2;0;623;26-août;10;10
2614;SE5;M;3.283;0;10;522;26-août;10;0
2615;SE5;M;3.283;1;1;522;26-août;10;9
2616;SE5;M;3.283;2;0;522;26-août;10;10
2617;SE5;M;3.283;0;10;406;26-août;10;0
2618;SE5;M;3.283;1;0;406;26-août;10;10
2619;SE5;M;3.283;2;0;406;26-août;10;10
2620;SE5;M;0;0;10;544;15-sept;10;0
2621;SE5;M;0;1;10;544;15-sept;10;0
2622;SE5;M;0;2;10;544;15-sept;10;0
2623;SE5;M;3.283;0;10;394;15-sept;10;0
2624;SE5;M;3.283;1;1;394;15-sept;10;9
2625;SE5;M;3.283;2;0;394;15-sept;10;10
